palabra,muestras,longitud,seleccionada,motivo_exclusion,metrica_exclusion,umbral_exclusion,similar_a,similitud_fonetica,f1_preliminar
cállate,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
cálmense,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
cámara,155,6,no,frecuencia_insuficiente,155.0,1000.0,,,
cámaras,36,7,no,frecuencia_insuficiente,36.0,1000.0,,,
cáncer,64,6,no,frecuencia_insuficiente,64.0,1000.0,,,
cándido,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
cánones,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
cántabra,2,8,no,frecuencia_insuficiente,2.0,1000.0,,,
cántaro,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
cánticos,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
cápita,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
cápsula,55,7,no,frecuencia_insuficiente,55.0,1000.0,,,
cápsulas,11,8,no,frecuencia_insuficiente,11.0,1000.0,,,
cárcel,56,6,no,frecuencia_insuficiente,56.0,1000.0,,,
cárceles,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
cárdenas,14,8,no,frecuencia_insuficiente,14.0,1000.0,,,
cáscara,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
cátedra,19,7,no,frecuencia_insuficiente,19.0,1000.0,,,
cátedras,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
cáucaso,14,7,no,frecuencia_insuficiente,14.0,1000.0,,,
cáñamo,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
césar,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
cía,9,3,no,frecuencia_insuficiente,9.0,1000.0,,,
círculo,52,7,no,frecuencia_insuficiente,52.0,1000.0,,,
círculos,19,8,no,frecuencia_insuficiente,19.0,1000.0,,,
cítricos,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
cívica,12,6,no,frecuencia_insuficiente,12.0,1000.0,,,
cívico,9,6,no,frecuencia_insuficiente,9.0,1000.0,,,
cóctel,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
códice,17,6,no,frecuencia_insuficiente,17.0,1000.0,,,
código,74,6,no,frecuencia_insuficiente,74.0,1000.0,,,
códigos,12,7,no,frecuencia_insuficiente,12.0,1000.0,,,
cólera,16,6,no,frecuencia_insuficiente,16.0,1000.0,,,
cómic,21,5,no,frecuencia_insuficiente,21.0,1000.0,,,
cómica,14,6,no,frecuencia_insuficiente,14.0,1000.0,,,
cómicas,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
cómico,23,6,no,frecuencia_insuficiente,23.0,1000.0,,,
cómicos,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
cómics,9,6,no,frecuencia_insuficiente,9.0,1000.0,,,
cómo,177,4,no,frecuencia_insuficiente,177.0,1000.0,,,
cómodo,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
cómplices,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
cómputo,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
cóncavo,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
cóndor,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
cónica,11,6,no,frecuencia_insuficiente,11.0,1000.0,,,
cónicas,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
cónico,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
cónicos,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
cónsul,15,6,no,frecuencia_insuficiente,15.0,1000.0,,,
cónsules,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
córcega,12,7,no,frecuencia_insuficiente,12.0,1000.0,,,
córcholis,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
córdoba,127,7,no,frecuencia_insuficiente,127.0,1000.0,,,
córdova,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
cúbrelo,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
cúcuta,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
cúpula,47,6,no,frecuencia_insuficiente,47.0,1000.0,,,
cúpulas,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
cúspide,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
daba,40,4,no,frecuencia_insuficiente,40.0,1000.0,,,
daban,16,5,no,frecuencia_insuficiente,16.0,1000.0,,,
dada,42,4,no,frecuencia_insuficiente,42.0,1000.0,,,
dadas,13,5,no,frecuencia_insuficiente,13.0,1000.0,,,
daddy,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
dade,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
dadle,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
dadme,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
dado,136,4,no,frecuencia_insuficiente,136.0,1000.0,,,
dados,16,5,no,frecuencia_insuficiente,16.0,1000.0,,,
daily,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
daisuke,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
daisy,5,5,no,frecuencia_insuficiente,5.0,1000.0,,,
dakar,6,5,no,frecuencia_insuficiente,6.0,1000.0,,,
dakota,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
dale,19,4,no,frecuencia_insuficiente,19.0,1000.0,,,
dalila,15,6,no,frecuencia_insuficiente,15.0,1000.0,,,
dallas,16,6,no,frecuencia_insuficiente,16.0,1000.0,,,
dalton,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
dalí,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
dam,3,3,no,frecuencia_insuficiente,3.0,1000.0,,,
dama,28,4,no,frecuencia_insuficiente,28.0,1000.0,,,
damas,6,5,no,frecuencia_insuficiente,6.0,1000.0,,,
damasco,9,7,no,frecuencia_insuficiente,9.0,1000.0,,,
dame,48,4,no,frecuencia_insuficiente,48.0,1000.0,,,
damián,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
damos,25,5,no,frecuencia_insuficiente,25.0,1000.0,,,
dan,148,3,no,frecuencia_insuficiente,148.0,1000.0,,,
dana,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
dance,23,5,no,frecuencia_insuficiente,23.0,1000.0,,,
dancing,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
dando,56,5,no,frecuencia_insuficiente,56.0,1000.0,,,
danesa,9,6,no,frecuencia_insuficiente,9.0,1000.0,,,
daneses,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
dani,10,4,no,frecuencia_insuficiente,10.0,1000.0,,,
daniel,77,6,no,frecuencia_insuficiente,77.0,1000.0,,,
daniela,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
daniels,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
danilo,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
danny,18,5,no,frecuencia_insuficiente,18.0,1000.0,,,
dante,13,5,no,frecuencia_insuficiente,13.0,1000.0,,,
dantesca,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
danubio,19,7,no,frecuencia_insuficiente,19.0,1000.0,,,
danza,57,5,no,frecuencia_insuficiente,57.0,1000.0,,,
danzas,15,6,no,frecuencia_insuficiente,15.0,1000.0,,,
daos,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
dar,184,3,no,frecuencia_insuficiente,184.0,1000.0,,,
daremos,12,7,no,frecuencia_insuficiente,12.0,1000.0,,,
daria,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
dark,16,4,no,frecuencia_insuficiente,16.0,1000.0,,,
darle,48,5,no,frecuencia_insuficiente,48.0,1000.0,,,
darles,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
darling,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
darme,15,5,no,frecuencia_insuficiente,15.0,1000.0,,,
darmstadt,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
daros,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
darren,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
darse,15,5,no,frecuencia_insuficiente,15.0,1000.0,,,
darte,13,5,no,frecuencia_insuficiente,13.0,1000.0,,,
darwin,9,6,no,frecuencia_insuficiente,9.0,1000.0,,,
daryl,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
dará,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
darás,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
daré,8,4,no,frecuencia_insuficiente,8.0,1000.0,,,
daría,19,5,no,frecuencia_insuficiente,19.0,1000.0,,,
darío,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
das,21,3,no,frecuencia_insuficiente,21.0,1000.0,,,
data,24,4,no,frecuencia_insuficiente,24.0,1000.0,,,
datación,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
datan,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
date,15,4,no,frecuencia_insuficiente,15.0,1000.0,,,
dato,16,4,no,frecuencia_insuficiente,16.0,1000.0,,,
datos,211,5,no,frecuencia_insuficiente,211.0,1000.0,,,
dave,16,4,no,frecuencia_insuficiente,16.0,1000.0,,,
david,161,5,no,frecuencia_insuficiente,161.0,1000.0,,,
davidson,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
davies,13,6,no,frecuencia_insuficiente,13.0,1000.0,,,
davis,39,5,no,frecuencia_insuficiente,39.0,1000.0,,,
dawn,6,4,no,frecuencia_insuficiente,6.0,1000.0,,,
day,17,3,no,frecuencia_insuficiente,17.0,1000.0,,,
dañada,10,6,no,frecuencia_insuficiente,10.0,1000.0,,,
dañadas,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
dañado,16,6,no,frecuencia_insuficiente,16.0,1000.0,,,
dañados,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
dañar,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
daño,42,4,no,frecuencia_insuficiente,42.0,1000.0,,,
daños,68,5,no,frecuencia_insuficiente,68.0,1000.0,,,
dañó,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
deacon,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
dead,14,4,no,frecuencia_insuficiente,14.0,1000.0,,,
dean,12,4,no,frecuencia_insuficiente,12.0,1000.0,,,
death,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
deba,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
debajo,107,6,no,frecuencia_insuficiente,107.0,1000.0,,,
debate,63,6,no,frecuencia_insuficiente,63.0,1000.0,,,
debates,18,7,no,frecuencia_insuficiente,18.0,1000.0,,,
debatido,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
debbie,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
debe,440,4,no,frecuencia_insuficiente,440.0,1000.0,,,
debemos,47,7,no,frecuencia_insuficiente,47.0,1000.0,,,
deben,143,5,no,frecuencia_insuficiente,143.0,1000.0,,,
deber,10,5,no,frecuencia_insuficiente,10.0,1000.0,,,
deberes,20,7,no,frecuencia_insuficiente,20.0,1000.0,,,
deberse,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
deberá,23,6,no,frecuencia_insuficiente,23.0,1000.0,,,
deberán,12,7,no,frecuencia_insuficiente,12.0,1000.0,,,
debería,48,7,no,frecuencia_insuficiente,48.0,1000.0,,,
deberíamos,16,10,no,frecuencia_insuficiente,16.0,1000.0,,,
deberían,25,8,no,frecuencia_insuficiente,25.0,1000.0,,,
deberías,16,8,no,frecuencia_insuficiente,16.0,1000.0,,,
debes,22,5,no,frecuencia_insuficiente,22.0,1000.0,,,
debida,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
debidamente,4,11,no,frecuencia_insuficiente,4.0,1000.0,,,
debido,423,6,no,frecuencia_insuficiente,423.0,1000.0,,,
debieron,13,8,no,frecuencia_insuficiente,13.0,1000.0,,,
debilidad,14,9,no,frecuencia_insuficiente,14.0,1000.0,,,
debilidades,3,11,no,frecuencia_insuficiente,3.0,1000.0,,,
debilitó,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
debió,71,5,no,frecuencia_insuficiente,71.0,1000.0,,,
debo,21,4,no,frecuencia_insuficiente,21.0,1000.0,,,
deborah,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
debussy,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
debut,106,5,no,frecuencia_insuficiente,106.0,1000.0,,,
debuta,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
debutante,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
debutantes,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
debutar,15,7,no,frecuencia_insuficiente,15.0,1000.0,,,
debutó,54,6,no,frecuencia_insuficiente,54.0,1000.0,,,
debía,67,5,no,frecuencia_insuficiente,67.0,1000.0,,,
debíamos,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
debían,39,6,no,frecuencia_insuficiente,39.0,1000.0,,,
decadencia,16,10,no,frecuencia_insuficiente,16.0,1000.0,,,
decano,15,6,no,frecuencia_insuficiente,15.0,1000.0,,,
decapitada,5,10,no,frecuencia_insuficiente,5.0,1000.0,,,
decapitado,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
decayó,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
decena,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
decenas,25,7,no,frecuencia_insuficiente,25.0,1000.0,,,
decepcionada,3,12,no,frecuencia_insuficiente,3.0,1000.0,,,
decepcionante,2,13,no,frecuencia_insuficiente,2.0,1000.0,,,
decepción,9,9,no,frecuencia_insuficiente,9.0,1000.0,,,
deceso,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
decide,146,6,no,frecuencia_insuficiente,146.0,1000.0,,,
deciden,40,7,no,frecuencia_insuficiente,40.0,1000.0,,,
decidida,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
decidido,29,8,no,frecuencia_insuficiente,29.0,1000.0,,,
decidieron,60,10,no,frecuencia_insuficiente,60.0,1000.0,,,
decidir,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
decidirlo,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
decidiste,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
decidió,211,7,no,frecuencia_insuficiente,211.0,1000.0,,,
decidíme,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
decimal,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
decir,237,5,no,frecuencia_insuficiente,237.0,1000.0,,,
decirle,23,7,no,frecuencia_insuficiente,23.0,1000.0,,,
decirles,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
decirlo,17,7,no,frecuencia_insuficiente,17.0,1000.0,,,
decirme,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
deciros,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
decirse,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
decirte,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
decisiones,26,10,no,frecuencia_insuficiente,26.0,1000.0,,,
decisiva,15,8,no,frecuencia_insuficiente,15.0,1000.0,,,
decisivamente,2,13,no,frecuencia_insuficiente,2.0,1000.0,,,
decisivo,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
decisivos,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
decisión,112,8,no,frecuencia_insuficiente,112.0,1000.0,,,
declara,19,7,no,frecuencia_insuficiente,19.0,1000.0,,,
declaraba,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
declaraciones,22,13,no,frecuencia_insuficiente,22.0,1000.0,,,
declaración,45,11,no,frecuencia_insuficiente,45.0,1000.0,,,
declarada,28,9,no,frecuencia_insuficiente,28.0,1000.0,,,
declaradas,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
declarado,55,9,no,frecuencia_insuficiente,55.0,1000.0,,,
declarados,6,10,no,frecuencia_insuficiente,6.0,1000.0,,,
declarar,11,8,no,frecuencia_insuficiente,11.0,1000.0,,,
declararon,6,10,no,frecuencia_insuficiente,6.0,1000.0,,,
declararse,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
declaró,67,7,no,frecuencia_insuficiente,67.0,1000.0,,,
declinación,3,11,no,frecuencia_insuficiente,3.0,1000.0,,,
declinó,10,7,no,frecuencia_insuficiente,10.0,1000.0,,,
declive,20,7,no,frecuencia_insuficiente,20.0,1000.0,,,
decora,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
decoraciones,10,12,no,frecuencia_insuficiente,10.0,1000.0,,,
decoración,76,10,no,frecuencia_insuficiente,76.0,1000.0,,,
decorada,22,8,no,frecuencia_insuficiente,22.0,1000.0,,,
decoradas,9,9,no,frecuencia_insuficiente,9.0,1000.0,,,
decorado,19,8,no,frecuencia_insuficiente,19.0,1000.0,,,
decorados,22,9,no,frecuencia_insuficiente,22.0,1000.0,,,
decoran,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
decorar,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
decorativas,6,11,no,frecuencia_insuficiente,6.0,1000.0,,,
decorativo,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
decorativos,5,11,no,frecuencia_insuficiente,5.0,1000.0,,,
decreciendo,3,11,no,frecuencia_insuficiente,3.0,1000.0,,,
decreto,23,7,no,frecuencia_insuficiente,23.0,1000.0,,,
decretó,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
decía,27,5,no,frecuencia_insuficiente,27.0,1000.0,,,
decían,18,6,no,frecuencia_insuficiente,18.0,1000.0,,,
dedica,61,6,no,frecuencia_insuficiente,61.0,1000.0,,,
dedicaba,9,8,no,frecuencia_insuficiente,9.0,1000.0,,,
dedicaban,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
dedicación,12,10,no,frecuencia_insuficiente,12.0,1000.0,,,
dedicada,121,8,no,frecuencia_insuficiente,121.0,1000.0,,,
dedicadas,19,9,no,frecuencia_insuficiente,19.0,1000.0,,,
dedicado,111,8,no,frecuencia_insuficiente,111.0,1000.0,,,
dedicados,22,9,no,frecuencia_insuficiente,22.0,1000.0,,,
dedican,30,7,no,frecuencia_insuficiente,30.0,1000.0,,,
dedicar,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
dedicaron,13,9,no,frecuencia_insuficiente,13.0,1000.0,,,
dedicarse,54,9,no,frecuencia_insuficiente,54.0,1000.0,,,
dedicará,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
dedicándose,10,11,no,frecuencia_insuficiente,10.0,1000.0,,,
dedicó,182,6,no,frecuencia_insuficiente,182.0,1000.0,,,
dedo,25,4,no,frecuencia_insuficiente,25.0,1000.0,,,
dedos,62,5,no,frecuencia_insuficiente,62.0,1000.0,,,
deducir,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
deep,6,4,no,frecuencia_insuficiente,6.0,1000.0,,,
def,5,3,no,frecuencia_insuficiente,5.0,1000.0,,,
defecado,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
defecto,18,7,no,frecuencia_insuficiente,18.0,1000.0,,,
defender,24,8,no,frecuencia_insuficiente,24.0,1000.0,,,
defenderse,10,10,no,frecuencia_insuficiente,10.0,1000.0,,,
defendida,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
defendido,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
defendiendo,6,11,no,frecuencia_insuficiente,6.0,1000.0,,,
defendieron,4,11,no,frecuencia_insuficiente,4.0,1000.0,,,
defendió,32,8,no,frecuencia_insuficiente,32.0,1000.0,,,
defendía,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
defensa,212,7,no,frecuencia_insuficiente,212.0,1000.0,,,
defensas,12,8,no,frecuencia_insuficiente,12.0,1000.0,,,
defensiva,9,9,no,frecuencia_insuficiente,9.0,1000.0,,,
defensivas,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
defensivo,25,9,no,frecuencia_insuficiente,25.0,1000.0,,,
defensor,67,8,no,frecuencia_insuficiente,67.0,1000.0,,,
defensora,11,9,no,frecuencia_insuficiente,11.0,1000.0,,,
defensores,19,10,no,frecuencia_insuficiente,19.0,1000.0,,,
deficiencia,5,11,no,frecuencia_insuficiente,5.0,1000.0,,,
deficiente,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
defiende,12,8,no,frecuencia_insuficiente,12.0,1000.0,,,
defienden,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
define,39,6,no,frecuencia_insuficiente,39.0,1000.0,,,
definen,14,7,no,frecuencia_insuficiente,14.0,1000.0,,,
definiciones,13,12,no,frecuencia_insuficiente,13.0,1000.0,,,
definición,49,10,no,frecuencia_insuficiente,49.0,1000.0,,,
definida,9,8,no,frecuencia_insuficiente,9.0,1000.0,,,
definidas,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
definido,23,8,no,frecuencia_insuficiente,23.0,1000.0,,,
definidos,10,9,no,frecuencia_insuficiente,10.0,1000.0,,,
definieron,5,10,no,frecuencia_insuficiente,5.0,1000.0,,,
definir,24,7,no,frecuencia_insuficiente,24.0,1000.0,,,
definirse,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
definitiva,41,10,no,frecuencia_insuficiente,41.0,1000.0,,,
definitivamente,33,15,no,frecuencia_insuficiente,33.0,1000.0,,,
definitivo,23,10,no,frecuencia_insuficiente,23.0,1000.0,,,
definió,19,7,no,frecuencia_insuficiente,19.0,1000.0,,,
definía,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
deforestación,5,13,no,frecuencia_insuficiente,5.0,1000.0,,,
deformación,7,11,no,frecuencia_insuficiente,7.0,1000.0,,,
degradación,8,11,no,frecuencia_insuficiente,8.0,1000.0,,,
dehesa,10,6,no,frecuencia_insuficiente,10.0,1000.0,,,
dei,6,3,no,frecuencia_insuficiente,6.0,1000.0,,,
deidad,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
deidades,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
deja,171,4,no,frecuencia_insuficiente,171.0,1000.0,,,
dejaba,18,6,no,frecuencia_insuficiente,18.0,1000.0,,,
dejaban,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
dejad,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
dejada,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
dejadme,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
dejadnos,9,8,no,frecuencia_insuficiente,9.0,1000.0,,,
dejado,47,6,no,frecuencia_insuficiente,47.0,1000.0,,,
dejados,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
dejale,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
dejamos,11,7,no,frecuencia_insuficiente,11.0,1000.0,,,
dejan,15,5,no,frecuencia_insuficiente,15.0,1000.0,,,
dejando,40,7,no,frecuencia_insuficiente,40.0,1000.0,,,
dejaos,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
dejar,106,5,no,frecuencia_insuficiente,106.0,1000.0,,,
dejarlo,11,7,no,frecuencia_insuficiente,11.0,1000.0,,,
dejarme,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
dejaron,32,7,no,frecuencia_insuficiente,32.0,1000.0,,,
dejarse,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
dejará,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
dejaré,10,6,no,frecuencia_insuficiente,10.0,1000.0,,,
dejaría,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
dejas,9,5,no,frecuencia_insuficiente,9.0,1000.0,,,
dejaste,12,7,no,frecuencia_insuficiente,12.0,1000.0,,,
deje,24,4,no,frecuencia_insuficiente,24.0,1000.0,,,
dejemos,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
dejen,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
dejes,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
dejo,16,4,no,frecuencia_insuficiente,16.0,1000.0,,,
dejándome,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
dejé,8,4,no,frecuencia_insuficiente,8.0,1000.0,,,
dejó,224,4,no,frecuencia_insuficiente,224.0,1000.0,,,
dejóse,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
del,16916,3,no,longitud_insuficiente,3.0,5.0,,,
delación,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
delantal,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
delante,90,7,no,frecuencia_insuficiente,90.0,1000.0,,,
delantera,23,9,no,frecuencia_insuficiente,23.0,1000.0,,,
delanteras,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
delantero,129,9,no,frecuencia_insuficiente,129.0,1000.0,,,
delanteros,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
delegaciones,10,12,no,frecuencia_insuficiente,10.0,1000.0,,,
delegación,26,10,no,frecuencia_insuficiente,26.0,1000.0,,,
delegada,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
delegado,23,8,no,frecuencia_insuficiente,23.0,1000.0,,,
delegados,18,9,no,frecuencia_insuficiente,18.0,1000.0,,,
deleitante,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
delfina,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
delfos,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
delgada,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
delgadas,25,8,no,frecuencia_insuficiente,25.0,1000.0,,,
delgado,37,7,no,frecuencia_insuficiente,37.0,1000.0,,,
delgados,10,8,no,frecuencia_insuficiente,10.0,1000.0,,,
delhi,5,5,no,frecuencia_insuficiente,5.0,1000.0,,,
delicada,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
delicadas,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
delicado,17,8,no,frecuencia_insuficiente,17.0,1000.0,,,
delicias,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
deliciosa,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
delicioso,15,9,no,frecuencia_insuficiente,15.0,1000.0,,,
deliciosos,6,10,no,frecuencia_insuficiente,6.0,1000.0,,,
delimitada,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
delimitado,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
delincuentes,5,12,no,frecuencia_insuficiente,5.0,1000.0,,,
delito,22,6,no,frecuencia_insuficiente,22.0,1000.0,,,
delitos,18,7,no,frecuencia_insuficiente,18.0,1000.0,,,
della,9,5,no,frecuencia_insuficiente,9.0,1000.0,,,
delta,24,5,no,frecuencia_insuficiente,24.0,1000.0,,,
deluxe,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
demanda,56,7,no,frecuencia_insuficiente,56.0,1000.0,,,
demandante,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
demandas,12,8,no,frecuencia_insuficiente,12.0,1000.0,,,
demandó,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
demarcaciones,3,13,no,frecuencia_insuficiente,3.0,1000.0,,,
demarcación,12,11,no,frecuencia_insuficiente,12.0,1000.0,,,
demasiada,14,9,no,frecuencia_insuficiente,14.0,1000.0,,,
demasiadas,13,10,no,frecuencia_insuficiente,13.0,1000.0,,,
demasiado,185,9,no,frecuencia_insuficiente,185.0,1000.0,,,
demasiados,10,10,no,frecuencia_insuficiente,10.0,1000.0,,,
deme,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
demencia,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
demersal,14,8,no,frecuencia_insuficiente,14.0,1000.0,,,
demetrio,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
demi,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
